"h","fmethod","sampleSize","mseBase","mseMintSample","mseCombMintShr","mseBayesDiag","mseBayesSample","mseBayesGlasso","mseBayesShr"
1,"ets",100,0.878445033785834,NA,2.44970135963258,1.35808217292534,1.35551424505988,0.539177083465034,1.41356143944781
1,"ets",100,9.60394627306627,NA,8.98244756073528,9.48755675201967,9.435643440358,9.2933943359704,9.49219760384764
1,"ets",100,8.50139793702933,NA,5.47872400650237,5.50625768623997,6.17100964896997,11.7191406075829,5.69391816782041
1,"ets",100,36.080219190693,NA,43.6957518179235,35.2365119820073,36.7245989360879,37.6964698188983,36.4646211180949
1,"ets",100,16.2102684431294,NA,14.4203201975975,15.4822821018864,15.380853078652,16.9387832093403,15.2707467093714
1,"ets",100,4.45400204003046,NA,5.08448981432282,4.49786156509734,4.44642997670411,4.40109097914549,4.44600419522833
1,"ets",100,8.01768943612407,NA,6.94751160081953,6.99899376594338,7.15576259328125,9.0084319861323,7.07163764683088
1,"ets",100,13.0752815429154,NA,6.49591387015253,10.3239029122703,9.84019785067013,13.2374274660763,9.75927476789679
1,"ets",100,3.38596709223528,NA,4.09473525028516,3.94086204564097,3.87894977163074,2.83066479628161,3.97715379027362
1,"ets",100,16.0681191151403,NA,11.3042647155544,12.9180253080619,13.1241521024172,18.7026170436341,12.7053490428755
1,"ets",100,5.92917205605902,NA,13.2729573438535,10.2162562310144,9.262411261218,1.61470841882867,10.28331494202
1,"ets",100,65.9174108747204,NA,76.5971134579228,70.5133441901966,70.5035110744427,62.6320119647882,71.0572585396287
1,"ets",100,3.93694866570291,NA,3.02256630207643,3.10950275811771,3.28446314864437,4.96321399688355,3.1207991275041
1,"ets",100,3.57310317480349,NA,1.45132414361979,2.17346931429421,2.16724995115983,3.50899313618895,2.14405807190837
1,"ets",100,1.43601337436464,NA,2.34628426825058,1.02718814348143,1.11081033244626,1.30557305044158,1.15543036879022
1,"ets",100,3.01821692234827,NA,7.72987350556255,4.77199172816239,4.37490144520683,1.28522555782639,4.77016700060897
1,"arima",100,3.44556281449415,NA,5.00694542838543,3.87429573027485,3.98259151446114,3.70177477937353,3.92638058417892
1,"arima",100,8.28673678024882,NA,10.4312103556302,8.86570414270894,9.07317535555286,9.23186736008454,8.8473961847661
1,"arima",100,6.78204118485893,NA,5.81930616051717,6.82237889357647,6.61866661931163,5.4479389512698,6.75799995127818
1,"arima",100,9.72791360627664,NA,9.53871605134904,10.051147382316,9.91661371184653,8.54507060604918,10.0107300531652
1,"arima",100,1.09359446679344,NA,0.821286350729549,1.12556329943159,1.06406760229942,0.599445134076461,1.08285730496173
1,"arima",100,23.9123106538725,NA,21.9048946422433,22.7904064152299,22.7873989536417,24.8093047956979,22.6989286872293
1,"arima",100,2.19823794418683,NA,2.27414661470588,2.09283772213953,2.13261517349619,2.35827059380729,2.14568807866594
1,"arima",100,0.642971864972518,NA,0.438850721848667,0.590895328859505,0.539569271214902,0.566468403529546,0.539422090022528
1,"arima",100,6.4161878194092,NA,5.40863969269989,4.97554215067491,5.55130990933747,8.36838217944304,5.12964606757875
1,"arima",100,6.97738198402566,NA,8.65645613712848,7.97930107810684,7.87282460371331,6.32274159554875,8.02231406029521
1,"arima",100,9.78794223157706,NA,8.83015397350131,8.66789025240185,8.97737761858287,10.7281978657709,8.83285323225089
1,"arima",100,16.9230153936723,NA,15.965349315438,14.9979950346766,15.788915096827,19.5725504693635,15.2280071436411
1,"arima",100,17.3545849953235,NA,17.1716749389789,17.7458147444363,17.5423360347436,16.7694928402087,17.6604672992062
1,"arima",100,2.68750751574739,NA,3.25086945106278,3.55038938731314,3.12470728057935,1.46552129866281,3.42956554607634
1,"arima",100,14.0393394197581,NA,18.8896628040751,14.3400332584992,15.4873017116966,16.3535337655716,14.9336795940783
1,"arima",100,7.53080757736702,NA,5.64178109831795,5.8871071975585,6.27869680895846,9.43432088986566,5.87984244217084
1,"arima",100,10.4159602491391,NA,12.3588974863023,11.4309876522848,11.3792074002274,9.94702275511049,11.472535122217
1,"arima",100,8.04937545937885,NA,7.63198137144031,7.96431300620666,7.92201926576156,7.76161071930048,7.98428275251467
1,"arima",100,1.47851239904865,NA,1.59980050536268,1.71458845300819,1.60438625153624,1.1487663795615,1.68446016590174
1,"arima",100,2.03003158976984,NA,1.17552164147311,1.25343837889692,1.42235278915967,2.67192183105543,1.32079933665063
1,"arima",100,4.91858910864068,NA,4.6151763844193,6.12752179109013,5.17671949905336,2.43404890521623,5.76920322868709
1,"arima",100,27.2057959618346,NA,22.0940280305033,23.9393017937151,24.2285573265687,29.7343999029693,23.871134227693
1,"arima",100,8.36348928820153,NA,9.79128781379191,9.64774407037359,9.36204447581572,6.21075884790297,9.68874699518979
1,"arima",100,25.838840791664,NA,25.9898837957779,26.273704116448,26.2963873008402,25.0879107050118,26.2249538109814
1,"arima",100,12.031374196421,NA,9.51333735192783,10.4769324661682,10.4589671757773,13.6163203687278,10.3588325846272
1,"arima",100,4.08242410364099,NA,3.7254536256574,3.7187840192251,3.97722091736942,4.34360628877229,3.80892477642039
1,"arima",100,0.716860870207874,NA,0.721481869002022,0.447470238396162,0.550509389673812,0.820445749416124,0.506831145959494
1,"arima",100,10.4246726445,NA,13.6983993684282,11.4062996491986,11.6798149491071,10.2982016270746,11.6917507088649
1,"arima",100,4.35111572763222,NA,5.4335790388136,4.47566830681483,4.64461149510558,5.0514931065883,4.53044345541397
1,"arima",100,2.85095156293357,NA,2.82541405471457,3.0713745280275,2.94884923204087,2.6070564265138,2.91424506745535
1,"arima",100,7.96294275508205,NA,4.87937024981596,6.2741567128992,6.2372604227249,9.13957437759445,6.1040164472248
1,"arima",100,6.64589652747294,NA,6.72023012586093,6.58480038025208,6.5858988323555,6.77874874665264,6.62824066057444
1,"arima",100,0.258208052194506,NA,0.251908940301967,0.184741548237459,0.181605463968577,0.249692010610041,0.200540561830996
1,"arima",100,0.960059473207122,NA,0.580858951875316,0.768451543821727,0.704114825235831,0.587844510235035,0.697864046867516
1,"arima",100,5.11336667993435,NA,6.02648417383822,5.71459871879681,5.71362657237997,4.83631535903866,5.51172772036631
1,"arima",100,1.15042205027438,NA,1.98287812444446,1.26815446915613,1.49060616387108,1.56217035128448,1.26857215048968
1,"arima",100,38.8146620033768,NA,32.790717086118,35.2740585635384,35.7320120274023,42.1232225441199,34.8886032284838
1,"arima",100,15.2223514795177,NA,14.7655298583526,14.2755094089991,14.4657815597066,15.6691027482697,14.6385851654939
1,"arima",100,10.3319239200181,NA,8.31101565907518,9.39825149957884,9.1519876487321,10.0873472467711,9.33294738535388
1,"arima",100,5.27826840109125,NA,5.01810328154455,4.55975991879921,4.5211689673838,5.44466021732279,4.78173099542931
1,"arima",100,18.0306186262448,NA,11.8771418984186,15.1851826097591,14.4576144565379,17.4686886642829,14.5143217408349
1,"arima",100,1.6925675369547,NA,1.57109372679476,1.41409030484207,1.43038652058277,1.66488100534309,1.46248321841568
1,"arima",100,3.83553833396942,NA,2.92001919569817,3.01434859545427,3.55502408587988,5.11889828174635,3.05308256659414
1,"arima",100,9.33199690062842,NA,14.6492139185412,12.1225160502102,11.1422596810924,7.0128923420627,12.3186092498936
1,"arima",100,50.6713046579858,NA,59.7447705795988,53.454375005762,55.2343753757144,52.4464787585282,54.4444026496716
1,"arima",100,1.4965778103312,NA,2.2383920794235,1.78689567099873,2.0643410242538,1.72222269035139,1.77617136916132
1,"arima",100,7.02558138579856,NA,3.48153257285215,5.1243674510444,4.56884665364071,6.10380451442532,4.9293475470738
1,"arima",100,2.67739551625977,NA,1.0277654624049,1.52865347795481,1.26243024427208,2.01759707464749,1.41285790593784
1,"arima",100,1.44602722197483,NA,0.911921896597275,1.3060394206137,1.06624607234968,0.706980747027933,1.04129868677884
2,"ets",100,43.1269817600684,NA,32.0033487811078,36.5959781836493,35.8946980571931,44.3436419193928,35.6289269347929
2,"ets",100,13.0451633518076,NA,7.13954698764962,9.0395996567434,8.7322099342315,14.1392663894809,8.56227498794112
2,"ets",100,7.26654550619869,NA,13.0216041356674,9.89528593490139,10.1621905962083,6.22347518482744,10.3147167192223
2,"ets",100,3.76895914638167,NA,5.1898918622733,5.80479717740834,5.3123694489407,1.45603544631478,5.7013768910724
2,"ets",100,13.4802454762156,NA,12.6246517525762,12.4030658699596,12.5850941874201,14.4203107331554,12.4506362590422
2,"ets",100,15.313530878514,NA,16.5076820749647,16.7445085426337,16.537635918441,14.0136818739491,16.7364954432101
2,"ets",100,0.795584700783584,NA,1.06581624282387,0.665294441641888,0.770556060258974,1.09105827693271,0.721946785620869
2,"ets",100,9.35609699091697,NA,5.28985259197971,5.57524458389154,5.97652267438154,11.5513622508193,5.61872327540128
2,"ets",100,0.372881269573889,NA,0.304340387568614,0.213709261033469,0.229302044842014,0.565314524821446,0.218971929044939
2,"ets",100,20.5092921311789,NA,23.2553431082469,22.8255917111602,22.2832355675605,17.4655680736347,22.873730142741
2,"ets",100,25.1400319240938,NA,9.09175307168867,13.4176111071452,13.3762613310564,28.4284146429566,12.8181660623313
2,"ets",100,12.7769022353122,NA,9.1097843119626,10.0722053357384,9.70389314276498,13.3640202287937,9.62667098482511
2,"ets",100,16.7939289908323,NA,22.6929944623934,21.4380108681755,21.2324375923169,13.4340177967099,21.7370646451587
2,"ets",100,17.8216994306246,NA,27.7019183116416,20.1830974975323,21.102805162542,19.4233534580155,20.8779302618841
2,"ets",100,6.1186957139443,NA,9.28933606144027,8.20513744052278,8.1131704678635,4.44735141386657,8.38424111677397
2,"ets",100,10.2008481352334,NA,9.21070228708306,9.46615113400711,9.67631258032992,10.6593166818163,9.6611335909529
2,"ets",100,5.60283551468298,NA,6.59195427851824,5.39428062811841,5.76387865463863,6.61311844795607,5.6094288229448
2,"ets",100,16.5133769842705,NA,15.5723543717848,16.3568870384747,16.240511942137,16.0132553061639,16.2897532928232
2,"ets",100,12.017036657132,NA,6.07125472064142,6.99678704752405,7.30601417436135,15.6175927621562,6.8604976977349
2,"ets",100,4.1521423938075,NA,3.34915924735365,4.58323055891604,3.82966674285148,2.55704460887768,4.18016644481885
2,"ets",100,78.9404152727219,NA,43.4633222930906,57.351266277619,55.0813221139229,79.9565624188439,54.4838568734092
2,"ets",100,42.7100100268763,NA,21.769012756041,26.8845028814081,26.608221066571,49.5736477433712,25.4173756945661
2,"ets",100,15.2422137137848,NA,18.6243052820927,19.0336448561836,18.6854145965535,11.2506225211732,19.2543949438545
2,"ets",100,60.1750434988139,NA,49.8123259635895,55.0147358336113,54.2712443756889,59.766330117771,54.2421766754179
2,"ets",100,24.4127972190976,NA,18.9422039780344,21.3341532797157,20.9907120783219,24.8142187665538,20.873183424316
2,"ets",100,7.31731688115076,NA,2.59028088807522,3.55035408795622,3.53308139719904,8.74408426019062,3.46947024140093
2,"ets",100,4.57894051970673,NA,5.61591174809111,5.14750737485914,5.26119889230835,3.58637833434767,5.43790769669919
2,"ets",100,32.3748090601377,NA,35.6791893944362,31.6769585366744,32.3770712688923,34.0953317763568,32.0704368628173
2,"ets",100,11.1397112633627,NA,11.2358210445803,10.5420006118197,10.5940276349008,12.2828182529138,10.4258171538026
2,"ets",100,10.1400078729575,NA,8.1105856245562,9.0078504066686,8.98240669124288,11.1862187776828,8.76492341730032
2,"ets",100,4.56290372002943,NA,4.21764774092799,4.21142788542532,4.29750282673303,5.00804961268562,4.23176615970567
2,"ets",100,16.4905558649486,NA,17.8121154495848,17.2397717253065,17.2610953813793,16.0118468449588,17.3635945690107
2,"ets",100,3.22996788502748,NA,5.73285098249343,3.97878927558243,4.10963112412838,2.78561811988141,4.19578285273991
2,"ets",100,9.24744085858534,NA,8.52942834421199,9.18344903872529,9.08734191668448,8.85703801394393,9.1590854354408
2,"ets",100,28.293881812038,NA,23.3301652428368,23.2528285408771,24.534792160176,33.698828820151,23.6621843217692
2,"ets",100,17.3408989520786,NA,18.7912223361632,15.6276444884405,16.6670444024949,18.2800424993704,16.5477491756039
2,"ets",100,12.0736727935947,NA,15.6180945569858,13.9449395134216,13.8213618420195,10.5846705405116,14.1211977361899
2,"ets",100,18.0222092166631,NA,18.588864894003,18.6195898176992,18.3554300232109,17.7692240942043,18.3789788229636
2,"ets",100,8.86350245042376,NA,8.69098677297226,9.09702368193654,9.0098725585005,8.45183689029382,9.15962556507919
2,"ets",100,4.99975277979628,NA,2.15529685503048,2.89614461486873,2.94950892201863,5.15173455816797,2.89477150743274
2,"ets",100,7.92642507719916,NA,5.47049118041809,5.87805851405455,6.08034368641848,9.65938977884591,5.83462308311376
2,"ets",100,23.4094391413121,NA,18.4635235528053,20.0943947591911,20.2671148267528,26.2290921220235,19.8193976757925
2,"ets",100,10.822905715713,NA,6.45786229309386,6.70089407773969,6.76075318631251,14.4227941119377,6.50353623561556
2,"ets",100,77.1310728457266,NA,89.0334063609607,82.2244995651439,82.1617643437194,73.5319293888056,82.7717144590837
2,"ets",100,91.7610738080451,NA,86.9871289981564,87.876461136659,88.7208774461093,96.8569754969138,87.8701208330898
2,"ets",100,1.06395852380895,NA,3.89373071656683,1.55772256272705,1.72948573898721,0.920785147942463,1.7381140411556
2,"ets",100,5.78549598430872,NA,2.76184058736422,3.36155113986691,3.62222937958684,6.6888279798112,3.46055499972257
2,"ets",100,1.70460648247007,NA,4.93169571070207,2.42384956943969,2.29579182605741,0.659019164041716,2.55124237962495
2,"arima",100,14.4366036558311,NA,19.8457878805829,15.9491161505893,16.3075969140251,15.756172082575,16.0253199214941
2,"arima",100,2.06045563331228,NA,3.10573979232614,2.43378673695286,2.50818898299707,2.28415086902669,2.34746689546665
2,"arima",100,21.1086893641327,NA,19.4705552017031,21.018826285673,20.7254136080584,19.2305043786517,20.9153639910475
2,"arima",100,12.8931913614942,NA,10.191951218272,12.4557638952147,12.1159311205438,10.7763850183502,12.2545995841025
2,"arima",100,14.2828656036548,NA,12.1714412129179,13.1356253294017,13.1279828268826,15.0259160392333,13.0440050417912
2,"arima",100,19.8947267508419,NA,17.9054692354082,19.3589183636989,19.1324579460912,19.1081432109777,19.2289241064433
2,"arima",100,1.29954357378312,NA,1.54686802536599,1.19107434106199,1.27791339937969,1.33797264498093,1.27976170503528
2,"arima",100,4.40408987766865,NA,3.18057737568402,3.32392206879892,3.58814710118873,5.44159499079034,3.35798014952867
2,"arima",100,0.846182190731133,NA,0.456151395512211,0.538746121742434,0.590441492740485,1.07888028757133,0.546857366842296
2,"arima",100,7.53125752169562,NA,9.34158283168553,8.36500920740697,8.28662440435468,6.52916287920807,8.54234884898254
2,"arima",100,4.66905058476294,NA,4.58364843609293,4.44111832429843,4.52264304643773,4.89626769548069,4.48511809955956
2,"arima",100,6.6469208894582,NA,7.01675145832081,7.01600065159381,6.8508734352276,6.40509970055587,6.9037083074164
2,"arima",100,25.9240860578446,NA,26.5941790936571,27.2741532969926,26.6801125626955,23.9415100513089,27.0984718013516
2,"arima",100,16.5032965681802,NA,23.354389021873,17.968190507396,18.9189398240246,18.1161492722668,18.4748862354911
2,"arima",100,5.67066995502149,NA,9.39517833845776,7.80114757046782,7.29130253795446,3.86744490592909,7.72792044498238
2,"arima",100,4.30124591778021,NA,4.75368816184879,4.72554568750385,4.54585510173943,4.05373340387496,4.58649420124345
2,"arima",100,6.72465479502643,NA,7.634601186247,6.79312353192681,7.02723298704401,7.07738350696324,6.95143061426555
2,"arima",100,12.8289425550022,NA,13.7882128176356,13.7381772571529,13.4875396516589,11.9989185717896,13.6548360709211
2,"arima",100,4.21857748402777,NA,3.35418341730453,3.70760801642463,3.76841690580968,4.45548606479607,3.72422456858202
2,"arima",100,1.74008390709457,NA,1.7355654777507,1.82748782087857,1.70749576152409,1.60837056376942,1.77142984763489
2,"arima",100,34.5912127009229,NA,26.3400201292273,29.7589854853128,29.7654419879873,37.9158356648599,29.4533338537667
2,"arima",100,13.7500848125443,NA,11.6567865124807,11.5013830484649,11.6926928124655,17.8623752334716,11.4362315510909
2,"arima",100,23.7701906458631,NA,23.434959089185,23.9018504157822,23.8685167296309,23.0148457838303,23.886926794284
2,"arima",100,49.177238569267,NA,42.7116113170821,45.6848129047698,45.1931239978829,52.5751105942938,45.1905456238093
2,"arima",100,16.4624664961415,NA,14.5981981971596,15.1724735938197,15.3925373947411,18.1591352567812,15.1599244857637
2,"arima",100,5.20886668236957,NA,4.31070682931461,4.09917368459263,4.67373294016375,5.78963838084319,4.32614459804597
2,"arima",100,3.39876085622421,NA,5.81304419826083,3.95813882586226,4.21108050833619,3.26947940675057,4.21435799846506
2,"arima",100,19.0552765911591,NA,22.8759375212915,19.5902279011737,20.0573368052882,20.7430396262377,19.9394769967565
2,"arima",100,4.49618259267416,NA,7.03315793537412,5.50024449181872,5.52689576251341,4.43641096790334,5.48542348644747
2,"arima",100,8.3165049283057,NA,5.15333178205925,6.8246988833133,6.36689667372397,9.21977187321497,6.44081740171902
2,"arima",100,7.39692681855233,NA,6.52810523010801,7.05817453278028,6.97119694989737,7.18532824918434,7.03134118455059
2,"arima",100,7.8318643196,NA,8.04608806826007,7.66484978508686,7.59973765972914,8.22546586616496,7.76149831565618
2,"arima",100,0.453712546061933,NA,0.160100237512756,0.0472625121074067,0.0257602335783469,0.131448038377793,0.042489238064953
2,"arima",100,3.52099445398803,NA,4.00349857571724,3.77169842079194,3.63216729835092,2.9152149018738,3.49901461304561
2,"arima",100,7.98407071790483,NA,11.274121393875,9.46211627140599,9.74481115242895,7.71455979649097,9.09656184329489
2,"arima",100,11.3324881267809,NA,7.10053143773152,8.89016660440928,8.68468863770584,13.0578142263892,8.45732876170706
2,"arima",100,31.8693826058452,NA,24.8591584795302,29.4490158044889,28.3241188304159,30.3260355538932,28.8963595618428
2,"arima",100,23.8191660461811,NA,21.2284769959671,21.7225468458157,21.8836232334414,24.0955018356766,22.1023780654915
2,"arima",100,15.7448953432227,NA,13.1746245072725,14.1650527409817,13.0431278587747,14.2435346803648,14.2057084316219
2,"arima",100,9.34893989221889,NA,3.76357924856704,4.87163463035684,4.9045299759075,9.11530878189535,4.90683298474272
2,"arima",100,18.9040522279386,NA,13.8102848154792,16.4918741410442,15.7364518081787,18.0923958733399,16.0068876530996
2,"arima",100,3.42260600557628,NA,3.17585921596273,2.94303541182084,3.15825278395519,4.21247482936135,3.03560405393426
2,"arima",100,2.37890335764141,NA,3.23315603329944,2.69455704045806,2.2401229980156,1.98897307063916,2.65375184923491
2,"arima",100,54.7187368867252,NA,71.4442532975816,60.3473234935977,62.9652164371824,56.6224517706732,61.8813008487995
2,"arima",100,56.4203222959376,NA,65.877548123454,58.5596556697241,61.8500732792944,61.0049803379952,59.7564523783411
2,"arima",100,1.47997784227799,NA,0.465356742316956,0.693092589247638,0.468342490344909,0.553357324675667,0.479028300543899
2,"arima",100,12.582700394533,NA,6.22851213314264,9.08907743401418,8.14486886663729,11.0006868998084,8.77165399653368
2,"arima",100,4.33033849324807,NA,0.958506116473206,2.16749405709377,1.53812084499063,2.61201271730146,1.73144308639489
3,"ets",100,32.5648907197671,NA,21.7134282860374,25.7961008397087,25.3609485300449,34.5851072366494,25.0235952720569
3,"ets",100,5.63027253717388,NA,2.35995632646027,3.43237665080154,3.28814000834929,5.98081295007937,3.23181469686712
3,"ets",100,5.96318671852842,NA,7.97263249398176,8.4718549353216,8.07350948948539,3.11394727909287,8.49644086531593
3,"ets",100,27.9354297414694,NA,26.8132037586387,26.4584921191507,26.6789283897009,29.2550661659397,26.4918012635587
3,"ets",100,8.04832733980184,NA,8.94442686943298,9.08996008307243,8.93767811705247,7.07490967626421,9.08483428879201
3,"ets",100,19.1245481885095,NA,17.1814842486713,19.5632302650419,18.9430944015933,17.0977625197951,19.231445434224
3,"ets",100,3.12387556327778,NA,1.03260886464738,1.2873229147089,1.31007907896525,4.11184543306951,1.1957915826364
3,"ets",100,0.922052461802015,NA,0.905470441205259,0.65774658157418,0.745606046559926,1.26695424141688,0.692332874366949
3,"ets",100,5.59076581450597,NA,4.92216309747273,5.15959895169998,5.06224701909383,5.55743098782126,5.2211817966302
3,"ets",100,54.9186358473199,NA,29.000981512772,36.7384462549593,36.4818712065914,60.8275869025839,35.5288260966223
3,"ets",100,7.99836308103649,NA,3.49351899079959,4.67472675642553,4.68228024364375,8.7137256014795,4.53875258834479
3,"ets",100,7.77325141006681,NA,5.77686247717684,5.94558831486248,5.83509976926104,8.88968711168,5.78240933187199
3,"ets",100,46.5665084287667,NA,61.5323871582032,50.2025822699665,51.9352139010246,49.5841320930303,51.539378015041
3,"ets",100,11.4288330332418,NA,15.5917112548295,14.2221572482657,14.1196775727922,9.26758530389988,14.4505956113892
3,"ets",100,26.0455578169287,NA,26.215413655501,25.3886828425734,25.8289314815333,27.5010880492846,25.6709146972215
3,"ets",100,3.64443393701908,NA,3.66539787065706,3.81564418186764,3.63109881452801,3.42222588650281,3.68831588669843
3,"ets",100,3.29439108718233,NA,3.38806731695197,3.28177596098874,3.34049275554611,3.39434408320211,3.31691530370559
3,"ets",100,31.5369108622715,NA,22.0305389227663,24.026437364066,24.49530135362,36.8766612804343,23.8909855201383
3,"ets",100,3.52421566753794,NA,4.04366788433705,3.05822747793796,2.90963272557284,4.48171100125102,2.91936313984302
3,"ets",100,45.523318142995,NA,19.2397982379586,29.5506368242424,27.848428895441,45.7003425801013,27.4424597621516
3,"ets",100,77.62911208254,NA,46.6944079226979,55.426749086041,55.4057773190985,87.6470711472183,53.5480660058564
3,"ets",100,17.6020670259385,NA,13.2253484427133,13.5818071841979,13.7408135874323,21.2367075212343,13.4824082669045
3,"ets",100,45.0856986867722,NA,36.0240418643486,40.5271020918418,39.8154270212354,44.6352559863751,39.7832142136346
3,"ets",100,71.8500222144447,NA,62.9217865675392,66.8206403066467,66.2054682126451,72.5727297097694,65.9942717728654
3,"ets",100,31.8885274048516,NA,17.4891808943319,21.0856974479985,21.0092183030604,37.4056568418446,20.1977945086344
3,"ets",100,6.24310377352452,NA,4.755172386289,5.16573408696193,5.55435015678572,6.14904544691517,5.63641280898672
3,"ets",100,17.0769803433275,NA,19.4687141771784,16.5254758417354,17.0545186385251,18.3183135924763,16.830723912401
3,"ets",100,31.6229209351898,NA,30.8645924205764,29.86238226808,30.21368869239,34.0315773353788,29.8270596916962
3,"ets",100,5.28465138704534,NA,7.06909413978724,6.4617535258665,6.231981361365,4.45938205565843,6.38350885339286
3,"ets",100,2.47549655054087,NA,2.26823256298973,2.27920473954919,2.33511046774578,2.76705796323561,2.28512869348429
3,"ets",100,5.76195868475684,NA,5.39683434802693,5.48445511015353,5.52496089465956,5.89519539745259,5.50976009681442
3,"ets",100,18.1365835328608,NA,21.9135652090282,19.1840174305813,19.5916744165387,17.5147586390925,19.7337970599946
3,"ets",100,11.1305600827273,NA,10.267587893084,11.1329246347551,10.9601198306196,10.5794513396635,11.0601177985175
3,"ets",100,29.076904043973,NA,23.5926423800017,23.812512103196,25.1449039679898,34.8959241333038,24.1941798121524
3,"ets",100,35.0018070768091,NA,32.8021430360452,31.9412210948612,33.1871053639926,36.0082162009439,33.107342151343
3,"ets",100,2.83777892534389,NA,2.75661094459775,2.53400973637308,2.62187734264795,2.98107590707961,2.60884510274824
3,"ets",100,21.2352321641462,NA,22.3347914210668,20.9053123310106,20.9941881921058,21.3021551933152,20.9725996362737
3,"ets",100,38.4849846154205,NA,36.658283592291,36.9579060406232,37.225381789534,39.9036817985048,37.1275380997236
3,"ets",100,15.5907432022478,NA,7.95676265318863,11.6642801494399,11.581033221261,16.1336007396107,11.4521151168885
3,"ets",100,8.05291277030287,NA,7.34373370487781,7.17122568798424,7.30254982672994,8.68325740668588,7.18702766618634
3,"ets",100,1.92273717921001,NA,1.73409264554277,1.71250975246354,1.62267409378139,2.06699431291431,1.64958650651961
