"cases","h","fmethod","medianBaseBayesShr","medianMintBayesShr","medianBaseMint"
"190",1,"ets",0.985537591363696,0.997722598866446,0.997346586280225
"190",1,"arima",1.04838516027859,1.01471643558092,1.01552774681358
