"h","iTest","fmethod","sampleSize","mseBase","mseMintSample","mseCombMintShr","mseBayesDiag","mseBayesSample","mseBayesGlasso","mseBayesShr"
1,46,"arima",100,1.4965778103312,NA,2.2383920794235,1.54925449190045,2.04430392317136,1.46996141730837,1.71778173173929
1,47,"arima",100,7.02558138579856,NA,3.48153257285215,6.05616586688686,4.76313472509641,6.17516407994879,5.12852786005591
1,48,"arima",100,2.67739551625977,NA,1.0277654624049,1.98074509052931,1.11008092788108,1.98656877698763,1.46658107634771
1,49,"arima",100,1.44602722197483,NA,0.911921896597275,1.19072985819891,1.35297152880576,0.953329794755369,1.09172013546309
2,1,"ets",100,43.1269817600684,NA,32.0033487811078,39.9211071218014,34.2040320418363,39.8859845396735,35.2274112799103
2,2,"ets",100,13.0451633518076,NA,7.13954698764962,10.8455268506201,7.47877577463654,10.8630958998387,8.1791086065782
2,3,"ets",100,7.26654550619869,NA,13.0216041356674,8.13979323169998,11.2636150329071,8.07448099021563,10.6026252251172
2,4,"ets",100,3.76895914638167,NA,5.1898918622733,4.28899495308194,9.98080643947009,4.09047190437705,7.46752043262459
2,5,"ets",100,13.4802454762156,NA,12.6246517525762,12.9420223144943,11.3817984197391,13.0374526769253,11.973619313526
2,6,"ets",100,15.313530878514,NA,16.5076820749647,15.9470061527607,18.4503739189071,15.8454189541619,17.4538468398867
2,7,"ets",100,0.795584700783584,NA,1.06581624282387,0.700148569614588,0.412093872521931,0.733739840784642,0.551044441202686
2,8,"ets",100,9.35609699091697,NA,5.28985259197971,7.25954709346574,3.57564264041912,7.57057366741116,4.73294294976523
2,9,"ets",100,0.372881269573889,NA,0.304340387568614,0.238531450483043,0.217906856236522,0.262088646933296,0.179978394980537
2,10,"ets",100,20.5092921311789,NA,23.2553431082469,21.378288934264,26.9349985717736,21.660727462398,24.6329189021439
2,11,"ets",100,25.1400319240938,NA,9.09175307168867,18.6702516097269,9.78653872980233,19.1768204736545,11.7093067294223
2,12,"ets",100,12.7769022353122,NA,9.1097843119626,11.2412529396958,8.97427440878823,11.1812174247097,9.41939613012434
2,13,"ets",100,16.7939289908323,NA,22.6929944623934,18.6331979650669,26.2856764255249,18.3000765196767,23.425384771062
2,14,"ets",100,17.8216994306246,NA,27.7019183116416,18.5203760565802,17.8757873870383,18.4087597723825,19.3765261652277
2,15,"ets",100,6.1186957139443,NA,9.28933606144027,6.76855887371584,10.839850123343,6.54321618255702,9.22682676719316
2,16,"ets",100,10.2008481352334,NA,9.21070228708306,9.79469615127715,9.46927223300176,10.1493628434525,9.61341759617855
2,17,"ets",100,5.60283551468298,NA,6.59195427851824,5.42707265533611,4.26324123242549,5.56302996680571,5.02353500693004
2,18,"ets",100,16.5133769842705,NA,15.5723543717848,16.4692806825087,16.8473925680828,16.4668342807707,16.5262487355005
2,19,"ets",100,12.017036657132,NA,6.07125472064142,9.17196873759928,4.58748906009806,9.60477407673556,5.93303949470168
2,20,"ets",100,4.1521423938075,NA,3.34915924735365,4.14512312756207,7.62609992628535,3.96009756492238,5.30075845021801
2,21,"ets",100,78.9404152727219,NA,43.4633222930906,68.3832777420335,53.5196273251509,68.9708922151667,55.092223741294
2,22,"ets",100,42.7100100268763,NA,21.769012756041,34.2052101127508,18.2693849442127,34.7956609414712,23.7280205118071
2,23,"ets",100,15.2422137137848,NA,18.6243052820927,16.7797224035941,25.1530846108445,16.3230061127177,20.9551397074077
2,24,"ets",100,60.1750434988139,NA,49.8123259635895,57.8812796298714,55.3330432356601,58.0877950775241,54.8726452033345
2,25,"ets",100,24.4127972190976,NA,18.9422039780344,23.0012411455486,20.6180037112009,23.0951300875256,20.9647923734816
2,26,"ets",100,7.31731688115076,NA,2.59028088807522,4.82691360598779,3.56625507058992,5.14907545334999,3.49623807269146
2,27,"ets",100,4.57894051970673,NA,5.61591174809111,4.58803897156825,6.74074503188273,4.76507912413919,5.76040424071783
2,28,"ets",100,32.3748090601377,NA,35.6791893944362,31.9427977195797,30.2262367186999,32.0004105711923,31.3042170727799
2,29,"ets",100,11.1397112633627,NA,11.2358210445803,10.7893851982687,9.08036437906278,10.7247095461326,10.0039363945289
2,30,"ets",100,10.1400078729575,NA,8.1105856245562,9.49530665453053,7.92441936912445,9.29514247689235,8.5361397384865
2,31,"ets",100,4.56290372002943,NA,4.21764774092799,4.37221243560974,3.91158925041171,4.4189498912182,4.12878799231279
2,32,"ets",100,16.4905558649486,NA,17.8121154495848,16.7909307193575,17.8379794045421,16.857662417064,17.4814182800019
2,33,"ets",100,3.22996788502748,NA,5.73285098249343,3.44693703154666,4.50925069095439,3.51301079074522,4.20867965957927
2,34,"ets",100,9.24744085858534,NA,8.52942834421199,9.23254498226276,9.60056635022008,9.27788382238331,9.34039351716649
2,35,"ets",100,28.293881812038,NA,23.3301652428368,25.4845360630382,20.1444195739427,26.0878796348353,22.203661644296
2,36,"ets",100,17.3408989520786,NA,18.7912223361632,16.3365230618173,16.121872372058,17.2393211450109,16.3316929934376
2,37,"ets",100,12.0736727935947,NA,15.6180945569858,12.8593327926241,15.5026166851283,12.8523427882253,14.4462329081081
2,38,"ets",100,18.0222092166631,NA,18.588864894003,18.3090500416421,18.3680568483159,18.0232589704728,18.3765868027953
2,39,"ets",100,8.86350245042376,NA,8.69098677297226,8.85589764708815,9.85303714722267,8.87411953523211,9.39168339050191
2,40,"ets",100,4.99975277979628,NA,2.15529685503048,3.82568863344515,2.91013657922604,4.11675299545741,2.98518800254543
2,41,"ets",100,7.92642507719916,NA,5.47049118041809,6.85099442986354,4.72669821650573,6.94267701740529,5.49165505826646
2,42,"ets",100,23.4094391413121,NA,18.4635235528053,21.6850481573824,17.6942773566752,21.6568758394224,19.2817495809633
2,43,"ets",100,10.822905715713,NA,6.45786229309386,7.89344268362558,4.91326223908987,7.74851666760784,5.91030505056145
2,44,"ets",100,77.1310728457266,NA,89.0334063609607,79.3970045172722,85.0950392642694,79.2423118775708,83.1440255307484
2,45,"ets",100,91.7610738080451,NA,86.9871289981564,89.7938674295325,83.7492253523648,89.885767216455,86.6558946927456
2,46,"ets",100,1.06395852380895,NA,3.89373071656683,1.12564010015949,1.58090012564376,1.1372809132016,1.59820226495348
2,47,"ets",100,5.78549598430872,NA,2.76184058736422,4.38970444491008,3.09182806959011,4.76155350590194,3.42083924872292
2,48,"ets",100,1.70460648247007,NA,4.93169571070207,1.69692822446917,3.94088924341422,1.64494005086625,2.81342256302484
2,1,"arima",100,14.4366036558311,NA,19.8457878805829,14.8763836307336,15.492398539038,14.6642757381772,15.706093547339
2,2,"arima",100,2.06045563331228,NA,3.10573979232614,2.1356229239111,2.23721355107397,1.98804706856511,2.2617389916145
2,3,"arima",100,21.1086893641327,NA,19.4705552017031,21.1333147509903,21.4479159890714,21.0784740088085,21.1137558291445
2,4,"arima",100,12.8931913614942,NA,10.191951218272,12.7323858261478,12.9448282178204,12.6393234330695,12.5001515115035
2,5,"arima",100,14.2828656036548,NA,12.1714412129179,13.7378031748816,12.9099112574792,13.8023697760343,13.0446560932757
2,6,"arima",100,19.8947267508419,NA,17.9054692354082,19.6899785752109,19.4925470773467,19.6748249199994,19.351655291033
2,7,"arima",100,1.29954357378312,NA,1.54686802536599,1.20300769200338,1.25811767414426,1.28463144798106,1.26777673317942
2,8,"arima",100,4.40408987766865,NA,3.18057737568402,3.82381636254714,2.84911557013012,3.8411794573011,3.12431715087245
2,9,"arima",100,0.846182190731133,NA,0.456151395512211,0.66803481267484,0.461759915710939,0.688181565969134,0.508006858042105
2,10,"arima",100,7.53125752169562,NA,9.34158283168553,7.74351438824488,9.2993131848938,7.9206907247585,8.84633111955387
2,11,"arima",100,4.66905058476294,NA,4.58364843609293,4.55421683820592,4.37859113793233,4.58615977570215,4.43283205740277
2,12,"arima",100,6.6469208894582,NA,7.01675145832081,6.81544115779265,7.02601690878824,6.67387346865966,6.95834699459665
2,13,"arima",100,25.9240860578446,NA,26.5941790936571,26.5732547888948,28.3718312166492,26.5029645271968,27.676455168547
2,14,"arima",100,16.5032965681802,NA,23.354389021873,16.8960589966827,16.9436874353038,16.7902792101948,17.6269578899098
2,15,"arima",100,5.67066995502149,NA,9.39517833845776,6.41167135739376,8.89197228964111,6.29631904194108,8.21811866911557
2,16,"arima",100,4.30124591778021,NA,4.75368816184879,4.43361335067253,4.74821352262609,4.22648854027546,4.64587960386021
2,17,"arima",100,6.72465479502643,NA,7.634601186247,6.71609770332917,6.69962461317728,6.78572562468298,6.81351977171354
2,18,"arima",100,12.8289425550022,NA,13.7882128176356,13.2287256998632,14.1925968556428,13.1435485143066,13.8886044400991
2,19,"arima",100,4.21857748402777,NA,3.35418341730453,3.96882497079827,3.63256995337162,4.01903591124454,3.69133598490102
2,20,"arima",100,1.74008390709457,NA,1.7355654777507,1.68916910670498,2.05111209806725,1.68820772919617,1.87535535254572
2,21,"arima",100,34.5912127009229,NA,26.3400201292273,32.2029620508128,28.6658546401292,32.5813243618695,29.4167180671092
2,22,"arima",100,13.7500848125443,NA,11.6567865124807,12.4398588605594,10.4796040140084,12.6587802003118,11.2290531726689
2,23,"arima",100,23.7701906458631,NA,23.434959089185,23.8568702539036,24.1554804044399,23.8224605881765,23.9526030604402
2,24,"arima",100,49.177238569267,NA,42.7116113170821,47.4627463414335,44.1841402805438,47.5594171968017,45.1843710358948
2,25,"arima",100,16.4624664961415,NA,14.5981981971596,15.7992384895349,14.7622893044468,15.9683652274938,15.0957817979062
2,26,"arima",100,5.20886668236957,NA,4.31070682931461,4.49158245606649,4.46466829618002,4.78667212730013,4.3033650030078
2,27,"arima",100,3.39876085622421,NA,5.81304419826083,3.50636716291103,4.15554458948656,3.62285977059636,4.13478192525211
2,28,"arima",100,19.0552765911591,NA,22.8759375212915,19.1086914728398,19.2008172441741,19.2510660701233,19.6656370439786
2,29,"arima",100,4.49618259267416,NA,7.03315793537412,4.86091652556166,5.32273281258016,4.6664204517805,5.37526933340541
2,30,"arima",100,8.3165049283057,NA,5.15333178205925,7.46388516003319,6.14511320195899,7.3167023882259,6.48674382626461
2,31,"arima",100,7.39692681855233,NA,6.52810523010801,7.25470898603711,7.12739587370414,7.2879987716308,7.08288792995068
2,32,"arima",100,7.8318643196,NA,8.04608806826007,7.70723261301361,7.54340626949052,7.827299339449,7.74667908772722
2,33,"arima",100,0.453712546061933,NA,0.160100237512756,0.134565864871764,0.0841057624334142,0.16302534985543,0.0581514462157691
2,34,"arima",100,3.52099445398803,NA,4.00349857571724,3.50535041591935,3.5307552268453,3.17762192485207,3.46359653502669
2,35,"arima",100,7.98407071790483,NA,11.274121393875,8.43988740208413,8.82026086538185,7.79581394659869,8.84242651582474
2,36,"arima",100,11.3324881267809,NA,7.10053143773152,9.95546939229633,7.7647854555332,9.82095078234669,8.48207551604429
2,37,"arima",100,31.8693826058452,NA,24.8591584795302,30.8024432908744,29.5560028251765,30.7139735465205,29.2939412967697
2,38,"arima",100,23.8191660461811,NA,21.2284769959671,22.7530972292707,22.0544920894178,23.4116264325431,22.1983847849765
2,39,"arima",100,15.7448953432227,NA,13.1746245072725,14.996739778783,12.4930908961175,15.1932174372231,14.3158886925696
2,40,"arima",100,9.34893989221889,NA,3.76357924856704,6.81466520371344,4.96666067492048,7.45418290458163,5.104068015218
2,41,"arima",100,18.9040522279386,NA,13.8102848154792,17.7730919557089,16.0126356382206,17.7461688702933,16.2864039988311
2,42,"arima",100,3.42260600557628,NA,3.17585921596273,3.10610417029488,2.24068749904277,3.19078553967396,2.92396823628235
2,43,"arima",100,2.37890335764141,NA,3.23315603329944,2.21323959328085,1.41774933836709,2.05719701096967,2.53088850541149
2,44,"arima",100,54.7187368867252,NA,71.4442532975816,56.6167242287298,62.3798491448073,56.8492482074912,60.8816454263747
2,45,"arima",100,56.4203222959376,NA,65.877548123454,56.9025145309795,60.7994455115713,57.4661361912332,58.9915945984291
2,46,"arima",100,1.47997784227799,NA,0.465356742316956,0.782483871529485,0.55568917651453,0.633876297723364,0.520668923595944
2,47,"arima",100,12.582700394533,NA,6.22851213314264,10.7956192719919,8.26485390688133,11.0184026856457,9.09898783626577
2,48,"arima",100,4.33033849324807,NA,0.958506116473206,2.82694871828658,1.67903125637123,2.64520739772284,1.88476745472373
3,1,"ets",100,32.5648907197671,NA,21.7134282860374,29.1372321851276,23.0700642144018,29.2491552295524,24.35946035002
3,2,"ets",100,5.63027253717388,NA,2.35995632646027,4.38956544726582,2.91594093682086,4.45204048671186,3.14293864572614
3,3,"ets",100,5.96318671852842,NA,7.97263249398176,6.71212233217683,13.0991216642258,6.55249944861896,10.3910355042603
3,4,"ets",100,27.9354297414694,NA,26.8132037586387,27.2089016085903,24.9669366553391,27.3130863774314,25.8131054643249
3,5,"ets",100,8.04832733980184,NA,8.94442686943298,8.50082158930893,10.3701634050602,8.42818557940705,9.61706405154084
3,6,"ets",100,19.1245481885095,NA,17.1814842486713,19.3964090891859,22.0371254079604,19.2522660921179,20.4797832469352
3,7,"ets",100,3.12387556327778,NA,1.03260886464738,1.92322669134927,0.886890549483055,1.97320350249509,1.00312393075296
3,8,"ets",100,0.922052461802015,NA,0.905470441205259,0.73740812038723,0.425996586170709,0.750449465863402,0.522155199933144
3,9,"ets",100,5.59076581450597,NA,4.92216309747273,5.1606973884363,6.27144630652217,5.46215665266421,5.67017271785905
3,10,"ets",100,54.9186358473199,NA,29.000981512772,45.5763730245406,29.6577037348361,46.3522042374109,33.4437192170239
3,11,"ets",100,7.99836308103649,NA,3.49351899079959,6.16675147770829,3.83274568687101,6.37990813139839,4.30018419562771
3,12,"ets",100,7.77325141006681,NA,5.77686247717684,6.63951152873042,5.16295245161454,6.74994544893196,5.51489600283832
3,13,"ets",100,46.5665084287667,NA,61.5323871582032,47.7110220348202,46.4951469324063,47.7816020443383,49.0798974944666
3,14,"ets",100,11.4288330332418,NA,15.5917112548295,12.4037993128233,17.3924463429976,12.1067591622531,15.4687028913883
3,15,"ets",100,26.0455578169287,NA,26.215413655501,25.6380226759084,24.2371472407889,25.9769371580451,25.1013849063665
3,16,"ets",100,3.64443393701908,NA,3.66539787065706,3.70894766704834,3.90952080458689,3.64939181255945,3.77196146044902
3,17,"ets",100,3.29439108718233,NA,3.38806731695197,3.27959836688605,3.07725590731944,3.30782158980186,3.22183062212333
3,18,"ets",100,31.5369108622715,NA,22.0305389227663,27.4844264285763,20.4008819976402,28.3776185943391,22.6057307432661
3,19,"ets",100,3.52421566753794,NA,4.04366788433705,2.99232397540477,3.76567477851077,2.92681264501264,2.95645088076238
3,20,"ets",100,45.523318142995,NA,19.2397982379586,37.3863835740762,26.9703214204317,37.7386226371801,27.9764054070267
3,21,"ets",100,77.62911208254,NA,46.6944079226979,66.209990494609,42.8893677789539,67.3913155745604,51.1617125540024
3,22,"ets",100,17.6020670259385,NA,13.2253484427133,15.3972861774281,10.6967608197055,15.9216003945899,12.6303908324231
3,23,"ets",100,45.0856986867722,NA,36.0240418643486,43.0579843672181,40.7462629136813,43.1645289164729,40.335812637861
3,24,"ets",100,71.8500222144447,NA,62.9217865675392,69.6087402429842,65.4664500018599,69.7150875162902,66.1079636153199
3,25,"ets",100,31.8885274048516,NA,17.4891808943319,26.2304338443244,15.4774328881896,26.8812961593803,18.9839498278914
3,26,"ets",100,6.24310377352452,NA,4.755172386289,5.45892449297866,6.56765397865162,6.07807939004024,5.92764084762844
3,27,"ets",100,17.0769803433275,NA,19.4687141771784,16.7291009739931,15.6029627156315,16.7903267067938,16.3045183939237
3,28,"ets",100,31.6229209351898,NA,30.8645924205764,30.7014222822362,26.8256701396547,30.8385071865359,28.9420061071901
3,29,"ets",100,5.28465138704534,NA,7.06909413978724,5.705874911362,7.30268157887202,5.40351182705227,6.57569257452775
3,30,"ets",100,2.47549655054087,NA,2.26823256298973,2.36517796754954,2.09920329487403,2.36575353480685,2.22047317817406
3,31,"ets",100,5.76195868475684,NA,5.39683434802693,5.60579029505937,5.45221206235727,5.67215210714171,5.50181673279893
