"cases","h","fmethod","medianBaseBayesShr","medianMintBayesShr","medianBaseMint"
"190",1,"ets",1.06427848685245,0.996558695626073,1.06848101086196
"190",1,"arima",1.0409306206049,1.00316501518259,1.05326772219581
