"h","iTest","fmethod","dset","calibration50","calibration80","mseBase","mseCombMintSample","mseCombMintShr","mseBayesDiag","mseBayesSample","mseBayesGlasso","mseBayesShr"
2,9,"arima","infantgts",NA,NA,611.785663157203,NA,634.119583162783,757.912451370594,1391.77642221319,541.658775959954,1342.80940051211
2,10,"arima","infantgts",NA,NA,6871.22287449206,NA,5547.21881210842,6390.16770738955,5743.80133790852,6638.17380244952,5769.05817634513
2,11,"arima","infantgts",NA,NA,4236.13766018743,NA,3426.00489628494,4117.39568292893,3989.67637788719,4223.79956443879,4010.72072792004
2,12,"arima","infantgts",NA,NA,6833.81434307976,NA,5962.37527081547,6578.92315353559,6129.32977486273,6712.24938288892,6165.67453813219
2,13,"arima","infantgts",NA,NA,2086.55070050635,NA,1489.2750004021,1967.47883573367,1830.07220801624,2058.67359450294,1827.3182305351
2,14,"arima","infantgts",NA,NA,591.889385435041,NA,645.412568036208,410.070201195408,295.898887802116,445.652259018769,353.874292237484
2,15,"arima","infantgts",NA,NA,1502.92059303117,NA,866.16958847678,1215.43992729369,959.151532738228,1386.88907692331,1001.25573013051
2,16,"arima","infantgts",NA,NA,252.987431174249,NA,185.606260231989,217.038826060908,205.512485560529,236.872096907089,206.902506720852
2,17,"arima","infantgts",NA,NA,9533.1233896491,NA,14093.7384325755,9232.94199825003,8467.23855648591,8675.10786652419,8379.46950725524
2,18,"arima","infantgts",NA,NA,871.15625072251,NA,1141.78725761132,566.802046300677,396.086816299523,682.984331870792,448.87215867841
2,19,"arima","infantgts",NA,NA,1576.53951709079,NA,2359.80302102328,1531.64597066862,1353.75717433966,1416.46693677698,1356.1462124793
2,20,"arima","infantgts",NA,NA,7852.08448435,NA,12703.5262683032,8070.6688413157,8373.83521648597,7760.4226881413,8302.97345078338
2,21,"arima","infantgts",NA,NA,921.289901478061,NA,1524.55782737402,831.766847561275,847.055182101595,783.893605831057,870.542990939141
2,22,"arima","infantgts",NA,NA,1339.84418368708,NA,1852.28627479886,1269.03966269535,1159.93763913227,1257.76061477947,1168.98452979711
2,23,"arima","infantgts",NA,NA,3911.48241891194,NA,7459.55800051684,4490.08067412024,5901.63681168657,3790.39766146496,5843.47944344665
2,24,"arima","infantgts",NA,NA,8269.12335674937,NA,17628.4184126498,9563.81391881804,11588.9240742364,7987.03727143521,11972.8887163796
2,25,"arima","infantgts",NA,NA,6627.96124804076,NA,11403.7185075412,7920.22263897994,10234.4410610593,6487.89206831714,10122.7110377586
2,26,"arima","infantgts",NA,NA,13927.9237490747,NA,20514.0114539247,15292.5751271352,17617.310653873,13825.8699168551,17556.4626275445
2,27,"arima","infantgts",NA,NA,24796.2625788062,NA,38844.5430333129,27477.3415439711,31449.9124252943,24342.9766245311,32657.806625506
2,28,"arima","infantgts",NA,NA,50445.3032511197,NA,62543.4671748121,53709.7924208068,65491.1206816094,50271.8532545344,61903.5474238114
2,29,"arima","infantgts",NA,NA,42706.6061104192,NA,64100.6969470565,46771.4318579962,59680.1673848498,42288.9413914482,54125.7131784626
2,30,"arima","infantgts",NA,NA,18599.744047513,NA,23591.4128457065,20285.0403462197,26400.794486957,18498.4803141775,24473.6344045747
2,31,"arima","infantgts",NA,NA,34744.9610425058,NA,35501.395794911,33756.1289454097,31116.2352607543,34670.6158718521,31129.1652151026
2,32,"arima","infantgts",NA,NA,2570.36079300926,NA,2932.07605891588,2499.22890125984,2417.4464273474,2545.00665040252,2463.07856172288
2,33,"arima","infantgts",NA,NA,7412.3315407297,NA,8684.78071985618,7969.02852054391,9551.8174391687,7378.5140842768,9012.02882923212
2,34,"arima","infantgts",NA,NA,11156.9745885494,NA,9124.2020650132,10767.3568538721,9875.3425737974,11118.5251000401,10024.1479399803
2,35,"arima","infantgts",NA,NA,7852.70299387285,NA,6236.38275429423,7152.23854959469,5620.42174811835,7731.5926366667,5392.09244871395
2,36,"arima","infantgts",NA,NA,4381.60099903626,NA,2155.66608334381,2762.6844671064,2094.71250346168,3903.93870069014,2241.8434505252
2,37,"arima","infantgts",NA,NA,5387.32482819361,NA,4202.41539871373,4680.57237214584,3417.29770636229,5256.70479790882,3462.63795028711
2,38,"arima","infantgts",NA,NA,23149.0781104696,NA,22335.1222704964,22750.2841344174,22010.4134350257,23140.91354128,21955.5498438197
2,39,"arima","infantgts",NA,NA,27372.0315620926,NA,26059.9585732446,26844.7448173436,25473.0332632168,27364.0492609245,25717.2178834451
2,40,"arima","infantgts",NA,NA,12278.9934166098,NA,11283.2884475306,11805.7265408305,10480.9603921894,12261.0307281591,10913.7456121065
2,41,"arima","infantgts",NA,NA,2078.58736419497,NA,1833.86573889166,1968.44776161449,1695.74527716789,2059.78063146789,1749.68681053451
2,42,"arima","infantgts",NA,NA,1192.95174332214,NA,1031.14724973117,1123.07072692498,1220.25332897168,1140.9864646365,1156.42496812829
2,43,"arima","infantgts",NA,NA,1801.72229786054,NA,1621.27116321701,1698.0492831473,1663.64305223476,1759.32605163805,1762.14835444493
2,44,"arima","infantgts",NA,NA,1366.65463489684,NA,1034.91172865907,1144.55220967968,1612.99837936281,1237.20183092845,1135.029557455
2,45,"arima","infantgts",NA,NA,2421.31547088422,NA,2053.82879853056,2181.2383224385,1812.97771905274,2396.25659608261,1929.77304453145
2,46,"arima","infantgts",NA,NA,5151.19443813483,NA,5485.52181449862,5316.80848855716,6942.75168767539,5099.78476140037,6039.04909712786
2,47,"arima","infantgts",NA,NA,1797.3010763421,NA,1734.02744390821,1627.56738243089,2095.84796260355,1717.30352792785,1757.78904165607
2,48,"arima","infantgts",NA,NA,2474.43682255245,NA,2406.38103159663,2584.77494324058,3660.28688506644,2439.22193995569,3067.89769824325
3,1,"ets","infantgts",NA,NA,878.484009480764,NA,429.117345828591,855.812639126985,805.163490175219,864.165439226698,825.747943107392
3,2,"ets","infantgts",NA,NA,1652.90514005524,NA,510.501271260802,1487.99204340027,1057.94113189823,1564.68070561209,1229.15244407039
3,3,"ets","infantgts",NA,NA,574.817482950362,NA,5294.94948794263,560.813231275481,537.981478476559,568.119211121131,535.84975533625
3,4,"ets","infantgts",NA,NA,398.776415082766,NA,1333.88292707936,424.372617259359,514.746733611233,412.738909512212,485.049155717837
