;;;;;;;;;;;;;;;;;;;;;;Ratios mse/base;;;;;;;;;;;;;;;
dset;h;iTest;fmethod;mseBase;mseBottomUp;mseMinT;mseBayesFull;mseBayesFullMeanS;mseBayesFullMedianS;mseBayesFullPosMeanS;mseBayesFullPosMedianS;mseBayes;mseBayesMeanS;mseBayesMedianS;mseBayesPosMeanS;mseBayesPosMedianS;esBayesFull;esBayesFullPos;esBayes;esBayesPos;;mseBayesFull;mseBayesFullMeanS;mseBayesFullMedianS;mseBayesFullPosMeanS;mseBayesFullPosMedianS;mseBayes;mseBayesMeanS;mseBayesMedianS;mseBayesPosMeanS;mseBayesPosMedianS;;;;;Mean ES;Median ES
infantgts;2;10;ets;7584.12786;8184.822564;NA;7672.654071;7688.255242;7681.146907;7935.675191;7891.993258;7853.34302;7876.152677;7873.564346;7915.504942;7908.94814;298.5869098;304.4192928;327.8551034;329.2877413;;1.011672563;1.013729645;1.01279238;1.046353033;1.040593382;1.035497181;1.038504733;1.03816345;1.043693499;1.042828956;;;;;;
infantgts;2;11;ets;4881.17675;6647.072979;NA;5343.896204;5351.651996;5352.810678;5566.254999;5532.633985;5784.72494;5807.480144;5807.661534;5829.208201;5827.015592;239.730824;245.2311251;269.3314142;269.9776015;;1.094796701;1.09638562;1.096622997;1.140351043;1.133463152;1.185108681;1.189770508;1.18980767;1.194221906;1.193772709;;;;;;
infantgts;2;12;ets;6594.398778;5314.187047;NA;6348.751113;6373.677511;6377.029597;6511.903333;6491.59679;5894.935048;5906.88843;5907.594017;5931.183204;5929.67888;272.0111879;275.2991219;277.9453777;278.4409657;;0.962749043;0.966528978;0.967037301;0.987490073;0.984410711;0.893930629;0.895743286;0.895850284;0.899427439;0.899199317;;;;;;
infantgts;2;13;ets;2329.594806;2278.177611;NA;2237.804944;2245.862278;2243.959584;2346.367971;2335.193825;2277.494406;2285.894676;2282.698801;2300.374192;2301.485413;160.0666411;161.9473315;159.065166;159.3662721;;0.960598358;0.964057042;0.963240293;1.007200036;1.002403431;0.977635424;0.981241317;0.979869458;0.987456783;0.987933784;;;;;;
infantgts;2;14;ets;242.7517092;260.9706689;244.8357566;244.8362424;244.693228;243.1819465;242.2151641;243.5438817;252.50742;251.8390667;250.4244804;251.2327871;252.0390673;101.2048388;100.4631961;82.44230104;82.55505843;;1.0085871;1.007997962;1.001772335;0.997789737;1.003263304;1.040188021;1.037434783;1.031607486;1.034937253;1.038258673;;;;;;
infantgts;2;15;ets;1324.456498;1328.357349;NA;1252.484434;1257.65269;1255.321121;1302.40874;1297.252096;1298.26381;1298.705644;1296.086277;1309.218057;1308.647355;133.9794223;135.2326321;125.7011729;126.0404407;;0.945659171;0.949561342;0.947800945;0.983353354;0.97945995;0.980223821;0.980557418;0.978579726;0.98849457;0.988063674;;;;;;
infantgts;2;16;ets;239.4857666;487.4205844;NA;286.9478643;289.3065908;287.4593706;314.4318541;311.7181653;335.2518337;338.139557;336.8848612;342.5933434;342.2766142;102.0477258;102.358699;85.01748579;84.94580534;;1.198183376;1.208032506;1.200319229;1.312945895;1.301614579;1.399882083;1.411940099;1.406700974;1.430537389;1.429214851;;;;;;
infantgts;2;17;ets;7798.823007;5068.831195;NA;7097.656925;7113.776165;7110.081292;7266.169147;7251.491778;6145.731976;6154.447699;6145.015671;6186.575479;6187.661749;282.838199;286.6445983;278.1222929;279.0170914;;0.910093346;0.912160227;0.911686454;0.931700737;0.929818739;0.788033267;0.789150836;0.78794142;0.793270404;0.793409691;;;;;;
infantgts;2;18;ets;188.2152703;289.4364337;NA;231.1237278;231.830292;232.2213707;252.1560277;249.4235107;239.7905967;241.331587;241.624641;245.6419491;245.0695179;100.8363605;101.7409786;82.24992311;82.40559778;;1.227975432;1.231729454;1.23380728;1.339721412;1.325203371;1.274023071;1.282210453;1.283767468;1.305111688;1.302070324;;;;;;
infantgts;2;19;ets;1311.580136;932.8596466;NA;1212.661803;1203.125661;1206.475217;1171.330239;1174.716782;1123.617618;1125.946962;1126.263273;1113.866258;1113.274099;131.5350201;130.3709038;117.8968765;117.6580816;;0.924580794;0.917310066;0.919863899;0.893067993;0.895650026;0.856690024;0.858466007;0.858707175;0.849255206;0.84880372;;;;;;
infantgts;2;20;ets;6873.859318;6685.03348;NA;6817.681382;6834.228226;6824.487032;6889.816631;6885.10794;6756.845804;6768.103266;6763.717046;6780.918756;6783.467182;277.1465015;278.3158099;295.4022177;295.725295;;0.991827308;0.994234521;0.992817385;1.002321449;1.001636435;0.982977028;0.984614749;0.983976647;0.986479129;0.986849871;;;;;;
infantgts;2;21;ets;382.2828835;464.1814314;NA;361.0038853;362.1838781;359.8457401;367.781414;368.0768476;401.0415713;401.2079771;400.321735;402.878247;402.5124961;109.1576257;108.6954731;92.17158147;92.23818989;;0.944337036;0.947423737;0.941307486;0.962066129;0.962838943;1.049070174;1.049505469;1.047187181;1.053874668;1.052917914;;;;;;
infantgts;2;22;ets;716.5690985;603.6411802;NA;672.771297;671.7504079;671.4516382;651.6346486;653.3045503;628.0066357;627.5042251;628.375963;623.6713446;625.5411935;123.1298785;122.2712075;106.2938064;106.0631414;;0.938878467;0.937453777;0.937036832;0.909381454;0.911711867;0.876407644;0.875706511;0.876923055;0.870357577;0.872967024;;;;;;
infantgts;2;23;ets;3283.088162;5094.822233;NA;3834.603641;3847.298998;3848.003703;3865.471719;3864.186206;4133.32348;4119.074488;4118.327104;4148.298734;4151.401299;204.6239728;205.6103625;219.4274129;220.1363923;;1.167986801;1.171853696;1.172068343;1.177388948;1.176997393;1.258974257;1.254634139;1.254406492;1.263535589;1.264480603;;;;;;
infantgts;2;24;ets;6899.487397;10403.04069;NA;7990.656417;8005.942687;7999.212239;8028.37857;8030.505482;8615.878391;8607.200542;8612.42403;8638.727799;8642.856164;304.2952468;305.3676945;342.6701409;343.3743728;;1.158152187;1.160367753;1.159392253;1.163619572;1.163927843;1.248770799;1.247513047;1.24827013;1.252082554;1.252680912;;;;;;
infantgts;2;25;ets;6605.565752;11474.57932;NA;7691.236532;7720.602964;7716.258739;7684.32577;7692.200411;8935.539326;8920.713244;8922.763467;8954.402487;8962.776077;304.0694367;303.4484807;354.3520778;355.3795234;;1.164356971;1.168802682;1.16814502;1.163310768;1.16450289;1.352728844;1.350484361;1.350794739;1.355584491;1.356852148;;;;;;
infantgts;2;26;ets;13726.61827;23175.49206;15653.45708;15653.41408;15682.13674;15671.43543;15703.84464;15704.86505;18328.95688;18315.54608;18310.83641;18360.03443;18374.14196;463.6634578;463.769275;551.5836788;552.5807416;;1.140369301;1.14246178;1.141682177;1.144043225;1.144117563;1.335285685;1.334308693;1.333965588;1.33754972;1.338577471;;;;;;
infantgts;2;27;ets;25276.74137;45527.26049;NA;32108.67381;32146.56923;32134.79951;32112.82302;32125.21117;35341.07173;35322.56652;35286.82173;35379.99069;35402.77606;728.4913518;727.7007445;819.5098952;820.4320551;;1.270285332;1.271784553;1.271318919;1.270449484;1.270939584;1.398165658;1.397433554;1.396019416;1.399705372;1.400606809;;;;;;
infantgts;2;28;ets;51219.49623;68309.99523;NA;59415.28618;59500.89019;59500.01404;59399.54057;59429.62813;60161.37497;60139.57665;60125.24666;60205.12762;60227.19498;1071.17329;1070.042544;1123.413726;1124.150568;;1.160013092;1.161684409;1.161667303;1.159705677;1.160293101;1.174579592;1.174154005;1.173874229;1.17543381;1.175864649;;;;;;
infantgts;2;29;ets;43225.50488;60657.89674;NA;51691.10233;51707.53618;51686.85034;51674.66079;51693.6641;53233.96687;53211.57775;53195.03195;53276.07054;53300.11108;985.7601071;984.8532876;1048.134369;1048.897838;;1.195847277;1.196227466;1.19574891;1.195466911;1.195906543;1.231540661;1.231022701;1.230639922;1.232514708;1.233070874;;;;;;
infantgts;2;30;ets;20130.46208;23141.21849;NA;22151.37127;22171.27621;22162.28139;22141.28911;22157.53169;22183.79853;22165.5208;22159.68936;22210.2507;22221.45666;592.0534731;591.171667;630.8852993;631.7350245;;1.100390601;1.101379398;1.100932572;1.09988976;1.100696626;1.102001456;1.101093493;1.10080381;1.103315493;1.10387216;;;;;;
infantgts;2;31;ets;32471.84662;26333.02753;NA;28825.15223;28846.57335;28857.79295;28811.89313;28825.01154;28685.58623;28670.45328;28671.1018;28716.23666;28724.86239;700.9536974;700.0829358;737.3892168;738.1306274;;0.887696735;0.888356418;0.888701936;0.887288409;0.887692403;0.883398674;0.88293264;0.882952612;0.884342581;0.884608218;;;;;;
infantgts;2;32;ets;2075.301274;552.7543798;NA;1540.537132;1545.152493;1540.443442;1539.111897;1543.342213;1158.882924;1156.966407;1156.592763;1162.621156;1162.301032;142.1046283;142.0076445;123.5846774;123.7284804;;0.742319754;0.744543702;0.742274609;0.741632994;0.743671405;0.558416717;0.557493229;0.557313185;0.560218013;0.560063759;;;;;;
infantgts;2;33;ets;8232.641892;13004.86286;NA;10783.04121;10753.78098;10767.11604;10790.50746;10788.46892;11405.45749;11429.25498;11425.71883;11387.3874;11382.99053;381.4494632;381.8398475;424.5597766;423.7549963;;1.309791116;1.306236943;1.307856722;1.310698023;1.310450407;1.385394584;1.388285211;1.387855682;1.383199652;1.382665575;;;;;;
infantgts;2;34;ets;11369.75408;13309.87375;NA;12658.11535;12633.73015;12653.80752;12661.93715;12651.13698;12728.29474;12742.43468;12747.41358;12709.09799;12702.41223;424.7801539;424.9238395;455.6162281;455.0416114;;1.113314788;1.111170045;1.112935902;1.113650925;1.112701021;1.119487251;1.120730896;1.121168803;1.117798846;1.117210816;;;;;;
infantgts;2;35;ets;7782.828912;7297.34639;NA;7585.437495;7567.56437;7570.377584;7581.173119;7577.445045;7625.663299;7633.552054;7639.844156;7611.589513;7607.787467;311.2619118;311.9219417;333.3229837;332.7548808;;0.974637575;0.972341093;0.972702557;0.974089654;0.973610641;0.979806107;0.980819717;0.981628177;0.977997795;0.977509278;;;;;;
infantgts;2;36;ets;4521.299234;2135.333165;NA;2680.573505;2670.785023;2673.771367;2682.622997;2678.323578;2499.564276;2502.719289;2501.548468;2496.446342;2496.3112;194.3934666;194.6132858;188.126789;187.7336213;;0.592876819;0.590711847;0.591372353;0.593330116;0.59237919;0.552842036;0.553539848;0.553280891;0.552152426;0.552122536;;;;;;
infantgts;2;37;ets;2422.876378;4330.105725;NA;2718.697524;2725.637816;2723.756934;2717.957921;2719.078371;2807.244402;2801.587623;2798.40761;2814.199139;2818.719259;189.0044301;188.8071946;192.0706754;192.3595786;;1.122095023;1.124959507;1.124183206;1.121789765;1.12225221;1.158641203;1.156306466;1.154993971;1.16151165;1.163377251;;;;;;
infantgts;2;38;ets;14574.34074;18535.78303;NA;17125.46115;17166.67876;17147.32884;17116.84191;17120.64772;16892.13767;16875.41809;16880.73238;16916.62304;16923.79153;507.2666579;506.142042;537.2809055;538.0297146;;1.175041908;1.177870003;1.176542332;1.17445051;1.174711641;1.159032712;1.157885519;1.158250152;1.160712744;1.161204601;;;;;;
infantgts;2;39;ets;25152.41823;27502.50831;NA;23855.4211;23893.50209;23883.71933;23844.94572;23860.83692;25852.51556;25833.14967;25826.41599;25883.34764;25887.76287;623.1700593;622.0741984;693.409808;693.8892883;;0.948434496;0.949948505;0.949559566;0.94801802;0.948649816;1.027834196;1.027064254;1.026796539;1.029060005;1.029235544;;;;;;
infantgts;2;40;ets;11983.38201;10490.83321;NA;10318.04127;10349.76215;10339.53139;10312.14745;10323.30284;10769.7989;10754.14657;10758.20018;10789.24121;10792.29605;365.8554055;364.4902165;404.4100712;405.0682563;;0.861029154;0.863676226;0.862822481;0.860537321;0.861468225;0.898727829;0.897421659;0.897759929;0.900350269;0.900605192;;;;;;
infantgts;2;41;ets;1438.084312;1506.665897;NA;1463.293699;1470.493532;1468.101889;1466.085852;1468.60194;1452.237969;1446.829326;1447.142002;1457.864488;1461.001605;146.164364;145.8825014;138.8779287;139.2692835;;1.01752984;1.022536384;1.020873308;1.019471417;1.021221028;1.009842022;1.006081016;1.006298442;1.013754532;1.015935987;;;;;;
infantgts;2;42;ets;1611.175928;1678.295157;NA;1756.253223;1744.752986;1748.265556;1758.53026;1752.691034;1726.579729;1721.654615;1721.326807;1719.57281;1719.187039;144.1258552;144.4674522;139.2120418;139.2978602;;1.090044354;1.082906563;1.085086691;1.09145763;1.087833429;1.071627064;1.06857022;1.06836676;1.067278117;1.067038682;;;;;;
infantgts;2;43;ets;2536.09895;2571.775928;2914.692329;2914.679958;2918.323635;2917.812764;2911.904787;2913.716904;2601.674583;2613.371524;2610.090514;2608.923583;2608.656745;185.5241764;185.5704961;178.5372869;178.0607155;;1.149276907;1.150713632;1.150512193;1.14818264;1.148897169;1.02585689;1.030469069;1.029175346;1.028715217;1.028610002;;;;;;
infantgts;2;44;ets;650.6580628;534.6614161;NA;410.5582774;413.7268571;412.4821395;410.8974241;409.1971546;412.783711;412.2588679;411.018228;414.9025903;416.8792401;104.6283215;104.3638025;90.7552164;90.95966941;;0.630989303;0.635859111;0.633946097;0.631510539;0.628897386;0.634409584;0.63360295;0.631696203;0.637666101;0.640704026;;;;;;
infantgts;2;45;ets;2574.762811;2302.878685;NA;2352.538852;2346.760701;2349.288648;2341.362789;2337.306039;2302.72042;2299.665498;2298.021801;2293.582417;2294.218987;166.5850832;166.3038979;164.780497;164.6438265;;0.913691483;0.911447334;0.912429152;0.909350865;0.907775283;0.894342737;0.893156251;0.892517863;0.890793671;0.891040906;;;;;;
infantgts;2;46;ets;1784.282878;2376.419239;NA;1957.428169;1966.73563;1964.477925;1964.497608;1967.712133;1974.067171;1977.248642;1978.650564;1978.518477;1982.827312;165.6010265;165.6923683;162.6351655;162.4219817;;1.097039148;1.102255508;1.100990179;1.10100121;1.102802788;1.106364465;1.108147518;1.108933224;1.108859195;1.111274079;;;;;;
infantgts;2;47;ets;4842.034348;3037.042226;NA;3117.924915;3120.64184;3120.953526;3142.937282;3142.693234;3206.362157;3206.961388;3209.349307;3212.246351;3214.9733;207.3648358;207.8211717;212.3333391;212.6967684;;0.643928707;0.644489819;0.64455419;0.64909438;0.649043978;0.662193187;0.662316943;0.662810107;0.663408419;0.663971601;;;;;;
infantgts;2;48;ets;2291.580817;3215.592377;NA;1823.638145;1832.320555;1831.419277;1983.074442;1981.646771;2172.33301;2175.70912;2171.103708;2254.489022;2257.362444;160.6395852;166.0830513;168.8113669;171.6302742;;0.795799184;0.799588015;0.799194715;0.865373993;0.864750986;0.947962644;0.949435911;0.947426201;0.983813883;0.985067787;;;;;;
infantgts;3;1;ets;878.4840095;798.0861268;NA;825.870413;831.9079864;828.5136187;1200.016393;1147.332539;830.278969;828.2556708;830.2233276;990.1042168;968.0589015;117.203735;125.9336987;105.5322054;110.6983713;;0.940108646;0.946981365;0.943117473;1.366008237;1.306036908;0.945127014;0.942823844;0.945063676;1.127060033;1.101965307;;;;;;
infantgts;3;2;ets;1652.90514;976.6195768;NA;1166.260301;1172.184139;1169.144874;1603.597961;1546.338637;1266.447855;1264.037268;1263.584317;1431.48539;1408.172239;125.1016864;135.9911698;119.9506462;125.3663959;;0.705582113;0.709166007;0.707327266;0.970169384;0.935527756;0.766195122;0.764736728;0.764462694;0.866042071;0.851937721;;;;;;
infantgts;3;3;ets;574.817483;486.5501602;NA;564.2574253;559.997196;562.5727327;421.2561139;434.7604987;538.025988;540.8431111;539.7383978;468.0970552;477.4318868;109.0308398;103.548413;93.86122745;90.68258896;;0.981628851;0.974217404;0.978698021;0.732851951;0.756345295;0.935994475;0.940895375;0.938973524;0.814340324;0.830579968;;;;;;
infantgts;3;4;ets;398.7764151;550.7194344;NA;414.8274497;420.6484029;418.9974444;648.3393279;613.2718115;472.7394132;471.1356456;470.2807025;564.3048113;549.4274491;102.3881513;108.0541476;88.07230937;91.4620207;;1.040250712;1.054847747;1.050707686;1.625821647;1.537883858;1.185474856;1.181453134;1.179309219;1.415090737;1.37778321;;;;;;
infantgts;3;5;ets;423.712808;354.6746844;NA;361.072616;364.3119047;365.5061552;456.0588682;437.8845395;394.8629842;394.6222587;395.3483114;422.0081021;417.8325608;102.9629531;104.8678865;87.75282837;88.50067852;;0.852163563;0.859808573;0.86262711;1.076339586;1.03344655;0.931911844;0.93134371;0.933057259;0.995976742;0.986122092;;;;;;
infantgts;3;6;ets;3435.428155;3419.6354;NA;2858.450334;2871.643663;2871.085953;3261.730596;3200.242951;3430.098938;3430.408002;3442.999328;3534.765353;3520.215917;176.6594379;186.7615402;198.2473348;201.9403716;;0.83205068;0.835891055;0.835728714;0.949439327;0.931541225;0.998448747;0.998538711;1.002203851;1.028915522;1.024680406;;;;;;
infantgts;3;7;ets;2624.904503;3323.935907;NA;2216.887107;2230.253018;2223.500314;2620.236454;2565.401555;2962.570868;2960.827509;2960.494555;3076.913039;3059.532499;157.09578;167.0723;180.9094038;184.44497;;0.844559147;0.849651107;0.847078555;0.998221631;0.977331385;1.128639486;1.127975325;1.12784848;1.172199993;1.165578594;;;;;;
infantgts;3;8;ets;1541.42087;2663.119535;1747.558289;1747.589402;1750.498149;1745.874644;1994.392811;1950.836865;2078.252751;2081.820829;2094.295923;2152.010911;2141.177403;140.5173065;147.3715534;147.1946215;149.5587979;;1.133752264;1.13563932;1.132639811;1.29386649;1.265609479;1.348270801;1.350585598;1.358678842;1.39612156;1.389093299;;;;;;
infantgts;3;9;ets;11253.73718;11767.03284;NA;11304.82012;11323.49559;11315.20544;11666.46037;11609.02377;11473.9023;11494.58708;11494.07971;11561.16368;11547.31614;381.223233;388.9860009;417.7205207;419.4593735;;1.004539198;1.006198689;1.005462032;1.036674323;1.031570543;1.019563734;1.021401771;1.021356686;1.027317725;1.026087242;;;;;;
infantgts;3;10;ets;7818.407475;9871.77346;8400.794714;8400.817056;8409.651548;8410.928745;8720.843865;8672.939331;8894.106504;8921.237513;8921.382254;8965.233281;8955.887968;314.4686001;322.018017;354.1231495;355.2661495;;1.074492099;1.075622059;1.075785417;1.115424579;1.109297431;1.137585439;1.141055585;1.141074098;1.146682788;1.145487492;;;;;;
infantgts;3;11;ets;20691.03786;18089.4171;NA;20212.27663;20257.704;20262.4521;20558.45264;20517.18839;19269.67074;19313.30381;19315.9316;19355.01106;19348.84914;549.1753113;555.17331;575.2108046;576.3085185;;0.97686142;0.97905693;0.979286406;0.993592143;0.991597837;0.93130518;0.933413971;0.933540972;0.935429686;0.93513188;;;;;;
infantgts;3;12;ets;2169.778108;2030.590706;NA;2044.114674;2053.684356;2053.264589;2159.646696;2145.241377;2065.284846;2078.281707;2077.954291;2090.006602;2089.040374;153.6094692;156.5813038;151.7710444;151.7901902;;0.942084662;0.946495104;0.946301644;0.995330669;0.988691595;0.951841499;0.957831448;0.95768055;0.963235178;0.962789866;;;;;;
infantgts;3;13;ets;6244.990843;5588.495472;NA;6025.790442;6039.914228;6034.698288;6122.531511;6108.428822;5872.189827;5870.335685;5861.892448;5899.226183;5901.073227;257.9151578;260.423331;271.6244441;272.3615656;;0.964899804;0.967161423;0.966326203;0.980390791;0.978132551;0.940303993;0.940007093;0.938655091;0.94463328;0.944929044;;;;;;
infantgts;3;14;ets;184.0074131;172.0118278;NA;181.7398373;180.6407285;180.3425427;173.1515756;175.1263782;182.1695089;181.2183761;181.4395003;179.889724;180.0940745;98.24622007;97.85862782;78.72736617;78.3960165;;0.987676715;0.981703538;0.980083029;0.94100326;0.95173545;0.990011793;0.984842801;0.986044514;0.977622157;0.978732712;;;;;;
infantgts;3;15;ets;2206.184458;3006.020836;2461.592756;2461.61744;2470.807398;2463.768135;2572.892958;2559.746302;2605.300415;2616.631199;2612.614612;2628.520448;2627.554799;167.6966261;170.2759237;171.5824829;171.8510727;;1.115780429;1.119945973;1.116755277;1.166218423;1.160259421;1.180907791;1.18604371;1.184223107;1.191432765;1.190995064;;;;;;
infantgts;3;16;ets;7277.177391;4541.479451;NA;6560.034829;6574.32416;6571.809517;6726.98321;6711.119519;5596.564141;5606.570599;5598.707434;5636.658696;5636.669228;272.9428224;276.6212236;264.7713311;265.6891819;;0.901453198;0.903416779;0.903071227;0.924394562;0.922214639;0.76905699;0.770432037;0.769351513;0.77456662;0.774568067;;;;;;
infantgts;3;17;ets;334.5420347;492.5301693;NA;418.9776734;422.0930675;421.5113168;460.5293141;455.8137527;420.4803321;424.0571144;424.314699;431.7624782;432.0527037;106.3221162;106.9371915;88.52424667;88.81702311;;1.252391718;1.261704132;1.259965186;1.376596261;1.362500689;1.256883406;1.267574984;1.268344946;1.290607557;1.291475088;;;;;;
infantgts;3;18;ets;2871.244703;3328.027715;NA;2938.442109;2954.9425;2950.207805;3010.333199;3002.074811;3055.927852;3051.146647;3050.410145;3075.626222;3078.562576;183.2337547;184.7784535;188.6206329;189.4264303;;1.02340358;1.029150353;1.027501349;1.048441881;1.045565642;1.064321633;1.06265643;1.062399921;1.071182201;1.072204878;;;;;;
infantgts;3;19;ets;217.9347802;176.9073017;NA;194.3643558;194.4188537;194.7325215;196.3370561;196.6755341;195.6085199;196.2557623;195.6333242;195.9430418;195.2582103;100.8381736;100.6079693;81.35625033;81.11492526;;0.89184643;0.892096496;0.893535769;0.900898222;0.902451338;0.897555313;0.900525203;0.897669128;0.899090277;0.895947907;;;;;;
infantgts;3;20;ets;2897.665457;3501.574477;NA;2919.626073;2935.210313;2919.92717;2962.554077;2959.639623;3142.930912;3145.929158;3144.016158;3158.604086;3161.830549;178.6705971;179.842922;187.1467431;187.2866895;;1.007578727;1.012956933;1.007682637;1.022393413;1.02138762;1.084642433;1.085677144;1.085016958;1.09005133;1.0911648;;;;;;
infantgts;3;21;ets;1352.661237;1871.763441;NA;1537.906298;1543.094272;1539.31375;1624.121701;1617.356768;1591.320868;1598.283449;1599.828154;1612.447127;1611.923759;148.0293044;150.2770982;141.5864478;142.2981492;;1.136948599;1.140783982;1.137989105;1.200686216;1.195685012;1.176437104;1.181584425;1.182726399;1.192055396;1.191668479;;;;;;
infantgts;3;22;ets;1007.509907;1837.998106;NA;1256.621417;1263.379603;1262.760187;1271.567933;1270.581029;1350.129074;1344.433985;1345.169897;1357.02299;1359.79338;139.1349041;139.2906534;131.1684599;131.3509418;;1.247254651;1.253962462;1.253347663;1.262089756;1.261110208;1.340065308;1.33441267;1.335143096;1.346907837;1.349657576;;;;;;
infantgts;3;23;ets;10453.55344;14500.8972;NA;11749.41496;11768.58042;11760.45489;11795.37782;11797.82074;12433.63794;12422.65288;12426.86033;12461.44206;12467.02146;384.416492;385.2297351;431.3954879;432.2087479;;1.123963734;1.125797126;1.125019828;1.128360599;1.128594291;1.18941736;1.188366516;1.188769006;1.192077137;1.19261087;;;;;;
infantgts;3;24;ets;11735.34367;18100.04972;NA;13066.18827;13106.82213;13102.35339;13057.16902;13067.24559;14802.56832;14784.44487;14786.73289;14826.59056;14837.54022;413.978477;413.3007699;482.2236742;483.3116127;;1.113404825;1.116867345;1.116486552;1.112636271;1.113494923;1.261366411;1.259822063;1.260017032;1.26341341;1.26434646;;;;;;
infantgts;3;25;ets;28411.81691;40806.02012;NA;30739.82635;30781.64692;30764.16911;30809.3804;30812.37669;34576.08361;34555.70831;34548.75095;34619.73898;34640.22926;710.826524;711.1997213;809.6840654;810.5351642;;1.08193807;1.083410013;1.082794853;1.084386138;1.084491597;1.216961369;1.216244228;1.215999352;1.218497891;1.21921908;;;;;;
infantgts;3;26;ets;31139.95162;54213.3444;NA;39295.88738;39336.51641;39325.16293;39298.59561;39312.5467;42950.23994;42932.51705;42892.25764;42991.53189;43014.69108;824.108964;823.4577106;918.325709;918.9486821;;1.261912281;1.263217004;1.262852409;1.261999251;1.262447263;1.379264826;1.378695689;1.377402835;1.380590838;1.381334551;;;;;;
infantgts;3;27;ets;99259.51415;122984.1885;NA;110984.1831;111098.417;111097.6819;110963.1579;111001.6903;111365.0007;111333.3106;111310.0419;111427.4464;111461.0739;1531.933745;1530.805793;1580.796335;1581.577034;;1.118121362;1.119272222;1.119264816;1.117909541;1.118297739;1.121957946;1.121638681;1.121404259;1.122587062;1.122925845;;;;;;
infantgts;3;28;ets;67052.69674;88320.94285;NA;78155.21705;78173.97235;78146.7442;78136.88523;78162.3987;79265.94072;79238.64398;79220.79802;79316.25747;79344.12662;1254.295804;1253.400961;1310.660416;1311.413883;;1.165579027;1.165858737;1.165452666;1.165305633;1.165686132;1.182143964;1.18173687;1.181470722;1.18289437;1.183310001;;;;;;
infantgts;3;29;ets;93024.01849;100151.3044;NA;98593.02266;98634.4415;98617.07937;98570.25375;98606.46358;97884.58665;97848.33222;97838.724;97940.20768;97961.54536;1436.993431;1435.993865;1475.495865;1476.340215;;1.059866304;1.060311553;1.060124912;1.05962154;1.060010793;1.052250679;1.051860947;1.05175766;1.052848601;1.053077979;;;;;;
infantgts;3;30;ets;44687.18056;38693.6279;NA;41714.48124;41740.56634;41753.40867;41699.37418;41715.01934;41210.55628;41190.98327;41190.29946;41247.0043;41258.59659;876.9018294;876.0159844;910.4628723;911.2267045;;0.933477582;0.934061308;0.934348691;0.933139519;0.933489623;0.922200859;0.921762858;0.921747556;0.923016485;0.923275894;;;;;;
infantgts;3;31;ets;19097.60975;13584.48343;NA;18461.47009;18485.82466;18463.74264;18453.77878;18465.68091;16251.86598;16240.51669;16233.26793;16274.84051;16278.835;531.0201101;530.1337484;524.0277524;524.7333862;;0.96669009;0.967965358;0.966809086;0.966287353;0.96691058;0.850989532;0.850395254;0.85001569;0.852192537;0.852401699;;;;;;
infantgts;3;32;ets;713.7843386;1158.350506;NA;730.9196795;725.7910801;729.0950677;730.7131113;730.1864408;812.5107958;815.7441803;815.4893011;808.2022871;806.5602107;114.6746518;115.1341989;106.355471;106.0570667;;1.024006328;1.016821245;1.021450077;1.023716929;1.022979073;1.138314126;1.142844044;1.142486963;1.132277977;1.129977455;;;;;;
infantgts;3;33;ets;19672.46578;22577.46426;NA;21621.88185;21582.23213;21607.69798;21633.14914;21623.4923;21801.74801;21821.04705;21827.73786;21775.41463;21765.98622;585.8407996;586.3872916;627.5349635;626.8824508;;1.099093632;1.097078138;1.09837263;1.099666376;1.099175495;1.108236672;1.10921769;1.109557801;1.106898082;1.106418812;;;;;;
infantgts;3;34;ets;16126.09197;15627.28552;NA;15940.00702;15914.97617;15919.2544;15940.51772;15932.2878;15953.4384;15965.9134;15970.6349;15932.43933;15927.29932;490.3329932;490.9367229;522.5915406;522.1875417;;0.988460629;0.986908434;0.987173732;0.988492299;0.987981951;0.989293527;0.990067118;0.990359905;0.987991347;0.987672609;;;;;;
infantgts;3;35;ets;12500.40585;6516.239669;NA;8679.742631;8658.796749;8668.08459;8684.64538;8675.603911;8189.590323;8204.336328;8194.637404;8175.219119;8172.511893;338.6969743;338.6858303;348.8483887;348.3500914;;0.694356866;0.69268125;0.693424253;0.694749074;0.694025779;0.655145955;0.656325597;0.655549708;0.653996296;0.653779725;;;;;;
infantgts;3;36;ets;2681.035781;2383.947623;1571.106326;1571.11415;1574.016423;1572.320865;1570.820523;1569.839562;1600.841286;1599.376626;1599.781266;1604.612296;1606.836747;156.1692723;156.3801947;150.8676624;151.0649729;;0.586010139;0.587092658;0.586460231;0.585900619;0.58553473;0.597098068;0.596551765;0.596702691;0.598504618;0.599334316;;;;;;
infantgts;3;37;ets;9568.141417;12253.69115;NA;11230.81935;11260.54528;11243.68872;11225.92178;11227.05687;11071.21644;11056.97712;11060.65401;11089.91815;11097.85538;393.4686546;392.6065702;416.8944113;417.61439;;1.173772299;1.17687906;1.175117323;1.173260437;1.173379069;1.15709164;1.155603438;1.155987723;1.159046221;1.159875769;;;;;;
